cache_key,status,title,author,isbn,matched_title,matched_author,confidence,source
ohne schuld|charlotte link,checked,Ohne Schuld,"Link, Charlotte",,,,,not_found
die vier gezeiten|anne prettin,checked,Die vier Gezeiten,"Prettin, Anne",,,,,not_found
der schattenmorder|alex north,found,Der Schattenmörder,"North, Alex",9783837154085,Der Schattenmörder Alex North,"North, Alex",0.8245,dnb
das geheimnis von zimmer 622|joel dicker,found,Das Geheimnis von Zimmer 622,"Dicker, Joël",9783844926477,Das Geheimnis von Zimmer 622 Joël Dicker,"Dicker, Joël",0.8676,dnb
was wir frauen wollen|isabel allende,checked,Was wir Frauen wollen,"Allende, Isabel",,,,,not_found
lauralei|karin kunzle,checked,Lauralei,"Künzle, Karin",,,,,not_found
das flustern der bienen|sofa segovia,checked,Das Flüstern der Bienen,"Segovia, Sofa",,,,,not_found
mordsand|romy folck,checked,Mordsand,"Fölck, Romy",,,,,not_found
der tausch zwei frauen zwei tickets und nur ein|julie clark,checked,Der Tausch – Zwei Frauen. Zwei Tickets. Und nur ein,"Clark, Julie",,,,,not_found
furchte die schatten|michael robotham,checked,Fürchte die Schatten,"Robotham, Michael",,,,,not_found
der himmel uber dem platz|martina wildner,checked,Der Himmel über dem Platz,"Wildner, Martina",,,,,not_found
scarlett browne band 001 die outlaws|jonathan stroud,checked,Scarlett & Browne - Band 001 - Die Outlaws,"Stroud, Jonathan",,,,,not_found
fraulein kniffkes geheime heldenschule stinkesocken|lena havek,checked,Fräulein Kniffkes geheime Heldenschule - Stinkesocken,"Havek, Lena",,,,,not_found
alien academy|jochen till,checked,Alien Academy,"Till, Jochen",,,,,not_found
ravna tod in der arktis|elisabeth herrmann,checked,RAVNA – Tod in der Arktis,"Herrmann, Elisabeth",,,,,not_found
concrete rose|angie thomas,checked,Concrete rose,"Thomas, Angie",,,,,not_found
zane gegen die gotter band 2 feuerhuter|j c cervantes,checked,Zane gegen die Götter - Band 2 - Feuerhüter,"Cervantes, J. C.",,,,,not_found
zane gegen die gotter band 1 sturmlaufer|j c cervantes,checked,Zane gegen die Götter - Band 1 - Sturmläufer,"Cervantes, J. C.",,,,,not_found
meeresgluhen band 001 geheimnis in der tiefe|anna fleck,checked,Meeresglühen - Band 001 - Geheimnis in der Tiefe,"Fleck, Anna",,,,,not_found
die drei und der geisterbunker|ben nevis,checked,Die drei??? und der Geisterbunker,"Nevis, Ben",,,,,not_found
die drei band 215 die schwingen des unheils|hendrik buchna,checked,Die drei ??? - Band 215 - Die Schwingen des Unheils,"Buchna, Hendrik",,,,,not_found
die drei band 214 und die verlorene zeit|christoph dittert,checked,Die drei ??? - Band 214 - und die verlorene Zeit,"Dittert, Christoph",,,,,not_found
